Entity,Code,Year,Pineapples | 00000574 || Production | 005510 || tonnes
Togo,TGO,1995,906.8
Togo,TGO,1996,955.78
Togo,TGO,1997,1000
Togo,TGO,1998,1053.86
Togo,TGO,1999,1103.04
Togo,TGO,2000,1154.37
Togo,TGO,2001,1200
Togo,TGO,2002,1257.53
Togo,TGO,2003,1311.01
Togo,TGO,2004,1364.82
Togo,TGO,2005,1500
Togo,TGO,2006,1461.81
Togo,TGO,2007,1499.14
Togo,TGO,2008,1500
Togo,TGO,2009,1585
Togo,TGO,2010,1600
Togo,TGO,2011,1700
Togo,TGO,2012,1750
Togo,TGO,2013,1785.82
Togo,TGO,2014,1827.67
Togo,TGO,2015,1878.61
Togo,TGO,2016,1830.7
Togo,TGO,2017,1879.25
Togo,TGO,2018,1938.2
Togo,TGO,2019,1882.72
Togo,TGO,2020,1900.06
Togo,TGO,2021,1906.99
Togo,TGO,2022,1896.59
Togo,TGO,2023,1901.21
Trinidad and Tobago,TTO,1961,1800
Trinidad and Tobago,TTO,1962,1850
Trinidad and Tobago,TTO,1963,1900
Trinidad and Tobago,TTO,1964,1950
Trinidad and Tobago,TTO,1965,2000
Trinidad and Tobago,TTO,1966,2100
Trinidad and Tobago,TTO,1967,2100
Trinidad and Tobago,TTO,1968,2150
Trinidad and Tobago,TTO,1969,2200
Trinidad and Tobago,TTO,1970,2250
Trinidad and Tobago,TTO,1971,2300
Trinidad and Tobago,TTO,1972,2400
Trinidad and Tobago,TTO,1973,2495
Trinidad and Tobago,TTO,1974,2495
Trinidad and Tobago,TTO,1975,2177
Trinidad and Tobago,TTO,1976,2200
Trinidad and Tobago,TTO,1977,2300
Trinidad and Tobago,TTO,1978,2400
Trinidad and Tobago,TTO,1979,2500
Trinidad and Tobago,TTO,1980,2600
Trinidad and Tobago,TTO,1981,2700
Trinidad and Tobago,TTO,1982,2800
Trinidad and Tobago,TTO,1983,2900
Trinidad and Tobago,TTO,1984,3000
Trinidad and Tobago,TTO,1985,3000
Trinidad and Tobago,TTO,1986,3100
Trinidad and Tobago,TTO,1987,3200
Trinidad and Tobago,TTO,1988,3300
Trinidad and Tobago,TTO,1989,3400
Trinidad and Tobago,TTO,1990,3522
Trinidad and Tobago,TTO,1991,4345.82
Trinidad and Tobago,TTO,1992,4271.24
Trinidad and Tobago,TTO,1993,4182.76
Trinidad and Tobago,TTO,1994,4086.24
Trinidad and Tobago,TTO,1995,3985.76
Trinidad and Tobago,TTO,1996,3884.51
Trinidad and Tobago,TTO,1997,3785.5
Trinidad and Tobago,TTO,1998,3757.62
Trinidad and Tobago,TTO,1999,3410.8
Trinidad and Tobago,TTO,2000,3450
Trinidad and Tobago,TTO,2001,3500
Trinidad and Tobago,TTO,2002,3600
Trinidad and Tobago,TTO,2003,3800
Trinidad and Tobago,TTO,2004,4200
Trinidad and Tobago,TTO,2005,4500
Trinidad and Tobago,TTO,2006,4873.38
Trinidad and Tobago,TTO,2007,5000
Trinidad and Tobago,TTO,2008,4000
Trinidad and Tobago,TTO,2009,3200
Trinidad and Tobago,TTO,2010,2000
Trinidad and Tobago,TTO,2011,1283
Trinidad and Tobago,TTO,2012,724.8
Trinidad and Tobago,TTO,2013,1054
Trinidad and Tobago,TTO,2014,1428
Trinidad and Tobago,TTO,2015,1372
Trinidad and Tobago,TTO,2016,1274
Trinidad and Tobago,TTO,2017,1980
Trinidad and Tobago,TTO,2018,2463
Trinidad and Tobago,TTO,2019,2158
Trinidad and Tobago,TTO,2020,2164
Trinidad and Tobago,TTO,2021,1668
Trinidad and Tobago,TTO,2022,1521.3
Trinidad and Tobago,TTO,2023,950
Uganda,UGA,1961,0
Uganda,UGA,1962,0
Uganda,UGA,1963,0
Uganda,UGA,1964,0
Uganda,UGA,1965,0
Uganda,UGA,1966,0
Uganda,UGA,1967,0
Uganda,UGA,1968,0
Uganda,UGA,1969,0
Uganda,UGA,1970,0
Uganda,UGA,1971,0
Uganda,UGA,1972,0
Uganda,UGA,1973,0
Uganda,UGA,1974,0
Uganda,UGA,1975,0
Uganda,UGA,1976,0
Uganda,UGA,1977,0
Uganda,UGA,1978,0
Uganda,UGA,1979,0
Uganda,UGA,1980,0
Uganda,UGA,1981,0
Uganda,UGA,1982,0
Uganda,UGA,1983,0
Uganda,UGA,1984,0
Uganda,UGA,1985,0
Uganda,UGA,1986,800
Uganda,UGA,1987,800
Uganda,UGA,1988,600
Uganda,UGA,1989,700
Uganda,UGA,1990,400
Uganda,UGA,1991,300
Uganda,UGA,1992,200
Uganda,UGA,1993,300
Uganda,UGA,1994,350
Uganda,UGA,1995,400
Uganda,UGA,1996,450
Uganda,UGA,1997,600
Uganda,UGA,1998,500
Uganda,UGA,1999,700
Uganda,UGA,2000,1650
Uganda,UGA,2001,1563.08
Uganda,UGA,2002,1597.9
Uganda,UGA,2003,1697.36
Uganda,UGA,2004,1719.68
Uganda,UGA,2005,1700
Uganda,UGA,2006,1600
Uganda,UGA,2007,3000
Uganda,UGA,2008,2900
Uganda,UGA,2009,2500
Uganda,UGA,2010,2800
Uganda,UGA,2011,3000
Uganda,UGA,2012,3100
Uganda,UGA,2013,3288.12
Uganda,UGA,2014,3422.12
Uganda,UGA,2015,3580.18
Uganda,UGA,2016,3430.14
Uganda,UGA,2017,4239.85
Uganda,UGA,2018,5638.76
Uganda,UGA,2019,8000
Uganda,UGA,2020,12500
Uganda,UGA,2021,10250
Uganda,UGA,2022,9083.22
Uganda,UGA,2023,8188.07
United States,USA,1961,778360
United States,USA,1962,807390
United States,USA,1963,838234
United States,USA,1964,775639
United States,USA,1965,851842
United States,USA,1966,912627
United States,USA,1967,916256
United States,USA,1968,835516
United States,USA,1969,830073
United States,USA,1970,865453
United States,USA,1971,854567
United States,USA,1972,859099
United States,USA,1973,734819
United States,USA,1974,635026
United States,USA,1975,653170
United States,USA,1976,616882
United States,USA,1977,625954
United States,USA,1978,612350
United States,USA,1979,617790
United States,USA,1980,596020
United States,USA,1981,576970
United States,USA,1982,607810
United States,USA,1983,655000
United States,USA,1984,544310
United States,USA,1985,512560
United States,USA,1986,586040
United States,USA,1987,627800
United States,USA,1988,597830
United States,USA,1989,526200
United States,USA,1990,521630
United States,USA,1991,503500
United States,USA,1992,498950
United States,USA,1993,335660
United States,USA,1994,331122
United States,USA,1995,313000
United States,USA,1996,315000
United States,USA,1997,292960
United States,USA,1998,301180
United States,USA,1999,319331
United States,USA,2000,321145
United States,USA,2001,293022
United States,USA,2002,290301
United States,USA,2003,272156
United States,USA,2004,199581
United States,USA,2005,192323
United States,USA,2006,170551
United States,USA,2007,172000
United States,USA,2008,180000
United States,USA,2009,200000
United States,USA,2010,184443.75
United States,USA,2011,176000
United States,USA,2012,180000
United States,USA,2013,172000
United States,USA,2014,175000
United States,USA,2015,162429.31
United States,USA,2016,169809.77
United States,USA,2017,169079.7
United States,USA,2018,167106.27
United States,USA,2019,168665.23
United States,USA,2020,168283.73
United States,USA,2021,168018.4
United States,USA,2022,168322.45
United States,USA,2023,168208.2
Vanuatu,VUT,2022,3785
Vanuatu,VUT,2023,3800
Venezuela,VEN,1961,22038
Venezuela,VEN,1962,32105
Venezuela,VEN,1963,33948
Venezuela,VEN,1964,35030
Venezuela,VEN,1965,36147
Venezuela,VEN,1966,37301
Venezuela,VEN,1967,38490
Venezuela,VEN,1968,39419
Venezuela,VEN,1969,40950
Venezuela,VEN,1970,35061
Venezuela,VEN,1971,35201
Venezuela,VEN,1972,40154
Venezuela,VEN,1973,38282
Venezuela,VEN,1974,35453
Venezuela,VEN,1975,33612
Venezuela,VEN,1976,54105
Venezuela,VEN,1977,68006
Venezuela,VEN,1978,102849
Venezuela,VEN,1979,97620
Venezuela,VEN,1980,77403
Venezuela,VEN,1981,79569
Venezuela,VEN,1982,62151
Venezuela,VEN,1983,54241
Venezuela,VEN,1984,56067
Venezuela,VEN,1985,66015
Venezuela,VEN,1986,68780
Venezuela,VEN,1987,66569
Venezuela,VEN,1988,71628
Venezuela,VEN,1989,77480
Venezuela,VEN,1990,80554
Venezuela,VEN,1991,82076
Venezuela,VEN,1992,82815
Venezuela,VEN,1993,133236
Venezuela,VEN,1994,161225
Venezuela,VEN,1995,163034
Venezuela,VEN,1996,175745
Venezuela,VEN,1997,189453
Venezuela,VEN,1998,251184
Venezuela,VEN,1999,298766
Venezuela,VEN,2000,351078
Venezuela,VEN,2001,300090
Venezuela,VEN,2002,347297
Venezuela,VEN,2003,340221
Venezuela,VEN,2004,322768
Venezuela,VEN,2005,349182
Venezuela,VEN,2006,356879
Venezuela,VEN,2007,363075
Venezuela,VEN,2008,358796
Venezuela,VEN,2009,365332
Venezuela,VEN,2010,404612
Venezuela,VEN,2011,397579
Venezuela,VEN,2012,417421
Venezuela,VEN,2013,461815
Venezuela,VEN,2014,461861
Venezuela,VEN,2015,481374
Venezuela,VEN,2016,478201.66
Venezuela,VEN,2017,472112.97
Venezuela,VEN,2018,472984
Venezuela,VEN,2019,471561
Venezuela,VEN,2020,473015.84
Venezuela,VEN,2021,474753.75
Venezuela,VEN,2022,472400
Venezuela,VEN,2023,477039.7
Vietnam,VNM,1961,60000
Vietnam,VNM,1962,68000
Vietnam,VNM,1963,76000
Vietnam,VNM,1964,85000
Vietnam,VNM,1965,94000
Vietnam,VNM,1966,100000
Vietnam,VNM,1967,120000
Vietnam,VNM,1968,140000
Vietnam,VNM,1969,160000
Vietnam,VNM,1970,180000
Vietnam,VNM,1971,190000
Vietnam,VNM,1972,200000
Vietnam,VNM,1973,180000
Vietnam,VNM,1974,200000
Vietnam,VNM,1975,150000
Vietnam,VNM,1976,123400
Vietnam,VNM,1977,160000
Vietnam,VNM,1978,214100
Vietnam,VNM,1979,265300
Vietnam,VNM,1980,336639
Vietnam,VNM,1981,325000
Vietnam,VNM,1982,330000
Vietnam,VNM,1983,345000
Vietnam,VNM,1984,350000
Vietnam,VNM,1985,363045
Vietnam,VNM,1986,380000
Vietnam,VNM,1987,391000
Vietnam,VNM,1988,378000
Vietnam,VNM,1989,458497
Vietnam,VNM,1990,467851
Vietnam,VNM,1991,420215
Vietnam,VNM,1992,264216
Vietnam,VNM,1993,257470
Vietnam,VNM,1994,235025
Vietnam,VNM,1995,184753
Vietnam,VNM,1996,185200
Vietnam,VNM,1997,199200
Vietnam,VNM,1998,243600
Vietnam,VNM,1999,255600
Vietnam,VNM,2000,291400
Vietnam,VNM,2001,284500
Vietnam,VNM,2002,373800
Vietnam,VNM,2003,383200
Vietnam,VNM,2004,414900
Vietnam,VNM,2005,470000
Vietnam,VNM,2006,477000
Vietnam,VNM,2007,490000
Vietnam,VNM,2008,496000
Vietnam,VNM,2009,500000
Vietnam,VNM,2010,514793.06
Vietnam,VNM,2011,530665.06
Vietnam,VNM,2012,576123.56
Vietnam,VNM,2013,585119.75
Vietnam,VNM,2014,591456
Vietnam,VNM,2015,578191.3
Vietnam,VNM,2016,555407.3
Vietnam,VNM,2017,617943.9
Vietnam,VNM,2018,654801.06
Vietnam,VNM,2019,707880.2
Vietnam,VNM,2020,712049.56
Vietnam,VNM,2021,723914.75
Vietnam,VNM,2022,705542.7
Vietnam,VNM,2023,780557.6
Zambia,ZMB,2013,7751.36
Zambia,ZMB,2014,2075.52
Zambia,ZMB,2015,14163.31
Zambia,ZMB,2016,7742.45
Zambia,ZMB,2017,6167.64
Zambia,ZMB,2018,6714.06
Zambia,ZMB,2019,8616.55
Zambia,ZMB,2020,9155.69
Zambia,ZMB,2021,9664.48
Zambia,ZMB,2022,12549.88
Zambia,ZMB,2023,10700.63
Zimbabwe,ZWE,1961,0
Zimbabwe,ZWE,1962,0
Zimbabwe,ZWE,1963,0
Zimbabwe,ZWE,1964,0
Zimbabwe,ZWE,1965,0
Zimbabwe,ZWE,1966,0
Zimbabwe,ZWE,1967,0
Zimbabwe,ZWE,1968,0
Zimbabwe,ZWE,1969,0
Zimbabwe,ZWE,1970,0
Zimbabwe,ZWE,1971,0
Zimbabwe,ZWE,1972,0
Zimbabwe,ZWE,1973,0
Zimbabwe,ZWE,1974,0
Zimbabwe,ZWE,1975,0
Zimbabwe,ZWE,1976,0
Zimbabwe,ZWE,1977,0
Zimbabwe,ZWE,1978,0
Zimbabwe,ZWE,1979,0
Zimbabwe,ZWE,1980,0
Zimbabwe,ZWE,1981,0
Zimbabwe,ZWE,1982,0
Zimbabwe,ZWE,1983,0
Zimbabwe,ZWE,1984,0
Zimbabwe,ZWE,1985,100
Zimbabwe,ZWE,1986,100
Zimbabwe,ZWE,1987,100
Zimbabwe,ZWE,1988,100
Zimbabwe,ZWE,1989,100
Zimbabwe,ZWE,1990,95
Zimbabwe,ZWE,1991,85.91
Zimbabwe,ZWE,1992,80
Zimbabwe,ZWE,1993,100
Zimbabwe,ZWE,1994,91.6
Zimbabwe,ZWE,1995,80
Zimbabwe,ZWE,1996,100
Zimbabwe,ZWE,1997,97.97
Zimbabwe,ZWE,1998,90
Zimbabwe,ZWE,1999,502.21
Zimbabwe,ZWE,2000,641.53
Zimbabwe,ZWE,2001,780.57
Zimbabwe,ZWE,2002,924.8
Zimbabwe,ZWE,2003,1072.07
Zimbabwe,ZWE,2004,1224.08
Zimbabwe,ZWE,2005,1382.81
Zimbabwe,ZWE,2006,1546.15
Zimbabwe,ZWE,2007,1720.08
Zimbabwe,ZWE,2008,2379.49
Zimbabwe,ZWE,2009,2636.35
Zimbabwe,ZWE,2010,2857.46
Zimbabwe,ZWE,2011,3044.31
Zimbabwe,ZWE,2012,3238.15
Zimbabwe,ZWE,2013,3477.26
Zimbabwe,ZWE,2014,3742.8
Zimbabwe,ZWE,2015,4057.46
Zimbabwe,ZWE,2016,4563.66
Zimbabwe,ZWE,2017,5281.99
Zimbabwe,ZWE,2018,6083.12
Zimbabwe,ZWE,2019,6576
Zimbabwe,ZWE,2020,9142
Zimbabwe,ZWE,2021,10530.7
Zimbabwe,ZWE,2022,8539.14
Zimbabwe,ZWE,2023,8887.82
